,interest,vaccancy,cpi,price,value,adj_price
2009-02-14,5.16,10.1,212.705,212250.0,198778.67517479448,99786.08871441668
2009-02-21,5.04,10.1,212.705,215000.0,198778.67517479448,101078.95912178839
2009-02-28,5.07,10.1,212.705,213750.0,198778.67517479448,100491.29075480124
2009-03-07,5.15,10.1,212.495,215000.0,195894.35832889195,101178.85126708864
2009-03-14,5.03,10.1,212.495,205000.0,195894.35832889195,96472.85818489846
2009-03-21,4.98,10.1,212.495,219000.0,195894.35832889195,103061.2484999647
2009-03-28,4.85,10.1,212.495,235000.0,195894.35832889195,110590.83743146899
2009-04-04,4.78,10.6,212.709,221000.0,195598.8574298173,103897.81344465914
2009-04-11,4.87,10.6,212.709,222450.0,195598.8574298173,104579.49593106075
2009-04-18,4.82,10.6,212.709,210500.0,195598.8574298173,98961.4919914061
2009-04-25,4.8,10.6,212.709,224000.0,195598.8574298173,105308.19100273143
2009-05-02,4.78,10.6,212.709,225000.0,195932.91048569512,105778.31685542219
2009-05-09,4.84,10.6,213.022,225000.0,195932.91048569512,105622.89341007033
2009-05-16,4.86,10.6,213.022,217750.0,195932.91048569512,102219.48906685694
2009-05-23,4.82,10.6,213.022,213500.0,195932.91048569512,100224.38996911117
2009-05-30,4.91,10.6,213.022,227500.0,195932.91048569512,106796.48111462666
2009-06-06,5.29,10.6,214.79,221500.0,196763.547038758,103123.9815633875
2009-06-13,5.59,10.6,214.79,225000.0,196763.547038758,104753.48014339588
2009-06-20,5.38,10.6,214.79,230000.0,196763.547038758,107081.33525769356
2009-06-27,5.42,10.6,214.79,225000.0,196763.547038758,104753.48014339588
2009-07-04,5.32,11.1,214.726,230000.0,197435.04925877255,107113.25130631597
2009-07-11,5.2,11.1,214.726,235000.0,197435.04925877255,109441.80024775761
2009-07-18,5.14,11.1,214.726,229000.0,197435.04925877255,106647.54151802763
2009-07-25,5.2,11.1,214.726,225000.0,197435.04925877255,104784.7023648743
2009-08-01,5.25,11.1,214.726,225000.0,196826.27005232373,104784.7023648743
2009-08-08,5.22,11.1,215.445,235000.0,196826.27005232373,109076.56246373785
2009-08-15,5.29,11.1,215.445,232500.0,196826.27005232373,107916.17350135767
2009-08-22,5.12,11.1,215.445,220000.0,196826.27005232373,102114.22868945671
2009-08-29,5.14,11.1,215.445,222000.0,196826.27005232373,103042.53985936087
2009-09-05,5.08,11.1,215.861,222000.0,193962.06116217893,102843.9597704078
2009-09-12,5.07,11.1,215.861,220000.0,193962.06116217893,101917.43761031405
2009-09-19,5.04,11.1,215.861,215095.0,193962.06116217893,99645.1420126841
2009-09-26,5.04,11.1,215.861,220000.0,193962.06116217893,101917.43761031405
2009-10-03,4.94,10.7,216.509,213000.0,192367.3242394179,98379.28215455246
2009-10-10,4.87,10.7,216.509,215000.0,192367.3242394179,99303.03128276423
2009-10-17,4.92,10.7,216.509,210000.0,192367.3242394179,96993.65846223483
2009-10-24,5.0,10.7,216.509,210000.0,192367.3242394179,96993.65846223483
2009-10-31,5.03,10.7,216.509,200000.0,192367.3242394179,92374.91282117603
2009-11-07,4.98,10.7,217.234,200000.0,190011.36765320867,92066.61940580203
2009-11-14,4.91,10.7,217.234,208000.0,190011.36765320867,95749.28418203411
