,interest,vaccancy,cpi,price,value,adj_price
2015-08-29,3.84,7.3,238.033,215500.0,196719.8192095697,90533.66550016175
2015-09-05,3.89,7.3,237.498,210000.0,197574.43661022247,88421.79723618725
2015-09-12,3.9,7.3,237.498,215000.0,197574.43661022247,90527.07812276315
2015-09-19,3.91,7.3,237.498,210500.0,197574.43661022247,88632.32532484485
2015-09-26,3.86,7.3,237.498,215000.0,197574.43661022247,90527.07812276315
2015-10-03,3.85,7.0,237.733,207000.0,198027.2617440133,87072.47205899055
2015-10-10,3.76,7.0,237.733,202500.0,198027.2617440133,85179.5922316212
2015-10-17,3.82,7.0,237.733,209000.0,198027.2617440133,87913.75198226582
2015-10-24,3.79,7.0,237.733,194000.0,198027.2617440133,81604.15255770128
2015-10-31,3.76,7.0,237.733,209750.0,198027.2617440133,88229.23195349405
2015-11-07,3.87,7.0,238.017,205000.0,197657.0467516577,86128.30175995833
2015-11-14,3.98,7.0,238.017,195000.0,197657.0467516577,81926.92118630181
2015-11-21,3.97,7.0,238.017,198000.0,197657.0467516577,83187.33535839878
2015-12-05,3.93,7.0,237.761,198000.0,196796.9128131953,83276.90411800085
2015-12-12,3.95,7.0,237.761,200000.0,196796.9128131953,84118.08496767763
2015-12-19,3.97,7.0,237.761,196000.0,196796.9128131953,82435.72326832407
2015-12-26,3.96,7.0,237.761,204000.0,196796.9128131953,85800.44666703118
2016-01-02,4.01,7.0,237.761,189000.0,195769.0921218675,79491.59029445535
2016-01-09,3.97,7.0,237.652,190000.0,195769.0921218675,79948.8327470419
2016-01-16,3.92,7.0,237.652,196000.0,195769.0921218675,82473.53272852744
2016-01-23,3.81,7.0,237.652,193000.0,195769.0921218675,81211.18273778466
2016-01-30,3.79,7.0,237.652,184000.0,195769.0921218675,77424.13276555637
2016-02-06,3.72,7.0,237.336,185000.0,194906.3162909085,77948.56237570364
2016-02-13,3.65,7.0,237.336,182245.0,194906.3162909085,76787.76081167627
2016-02-20,3.65,7.0,237.336,190000.0,194906.3162909085,80055.28027774968
2016-02-27,3.62,7.0,237.336,185000.0,194906.3162909085,77948.56237570364
2016-03-05,3.64,7.0,238.08,198950.0,194908.7334984241,83564.34811827957
2016-03-12,3.68,7.0,238.08,197250.0,194908.7334984241,82850.30241935483
2016-03-19,3.73,7.0,238.08,210000.0,194908.7334984241,88205.64516129032
2016-03-26,3.71,7.0,238.08,199500.0,194908.7334984241,83795.3629032258
2016-04-02,3.71,7.0,238.08,210750.0,197868.7593173325,88520.66532258064
2016-04-09,3.59,6.7,238.992,214000.0,197868.7593173325,89542.74620070966
2016-04-16,3.58,6.7,238.992,230000.0,197868.7593173325,96237.53096337953
2016-04-23,3.59,6.7,238.992,223000.0,197868.7593173325,93308.56262971145
2016-04-30,3.66,6.7,238.992,221000.0,197868.7593173325,92471.71453437772
2016-05-07,3.61,6.7,239.557,221250.0,201539.09179596655,92357.97743334572
2016-05-14,3.57,6.7,239.557,225000.0,201539.09179596655,93923.36688136854
2016-05-21,3.58,6.7,239.557,228500.0,201539.09179596655,95384.39703285649
2016-05-28,3.64,6.7,239.557,225500.0,201539.09179596655,94132.08547443824
2016-06-04,3.66,6.7,240.222,234500.0,204469.62664034896,97618.0366494326
2016-06-11,3.6,6.7,240.222,234250.0,204469.62664034896,97513.96624788737
2016-06-18,3.54,6.7,240.222,230000.0,204469.62664034896,95744.76942161833
2016-06-25,3.56,6.7,240.222,235000.0,204469.62664034896,97826.17745252307
2016-07-02,3.48,6.7,240.222,232000.0,206716.59971147947,96577.33263398023
2016-07-09,3.41,6.8,240.101,232500.0,206716.59971147947,96834.24892024607
2016-07-16,3.42,6.8,240.101,229000.0,206716.59971147947,95376.5290440273
2016-07-23,3.45,6.8,240.101,225000.0,206716.59971147947,93710.56347120587
2016-07-30,3.48,6.8,240.101,227000.0,206716.59971147947,94543.54625761659
2016-08-06,3.43,6.8,240.545,226000.0,208101.7131583684,93953.31434866658
2016-08-13,3.45,6.8,240.545,230000.0,208101.7131583684,95616.204868112
2016-08-20,3.43,6.8,240.545,226000.0,208101.7131583684,93953.31434866658
2016-08-27,3.43,6.8,240.545,218000.0,208101.7131583684,90627.53330977572
2016-09-03,3.46,6.8,241.176,212500.0,208324.02891240432,88109.92801937176
2016-09-10,3.44,6.8,241.176,210500.0,208324.02891240432,87280.65810860119
2016-09-17,3.5,6.8,241.176,214000.0,208324.02891240432,88731.88045244967
2016-09-24,3.48,6.8,241.176,207000.0,208324.02891240432,85829.4357647527
2016-10-01,3.42,6.8,241.176,200000.0,208519.51576939656,82926.99107705576
2016-10-08,3.42,6.9,241.741,210000.0,208519.51576939656,86869.83176209248
2016-10-15,3.47,6.9,241.741,210000.0,208519.51576939656,86869.83176209248
2016-10-22,3.52,6.9,241.741,206000.0,208519.51576939656,85215.16829995738
2016-10-29,3.47,6.9,241.741,205000.0,208519.51576939656,84801.50243442362
2016-11-05,3.54,6.9,242.026,202750.0,208075.47135075537,83771.99143893631
2016-11-12,3.57,6.9,242.026,210000.0,208075.47135075537,86767.53737201788
2016-11-19,3.94,6.9,242.026,210000.0,208075.47135075537,86767.53737201788
2016-12-03,4.08,6.9,242.637,206000.0,207438.9903080208,84900.48920815869
2016-12-10,4.13,6.9,242.637,209700.0,207438.9903080208,86425.40090752853
2016-12-17,4.16,6.9,242.637,205000.0,207438.9903080208,84488.35091103171
2016-12-24,4.3,6.9,242.637,203000.0,207438.9903080208,83664.07431677774
2016-12-31,4.32,6.9,242.637,200000.0,207438.9903080208,82427.65942539679
2017-01-07,4.2,7.0,243.618,205000.0,206121.2093140733,84148.13355334992
2017-01-14,4.12,7.0,243.618,207000.0,206121.2093140733,84969.09095387041
2017-01-21,4.09,7.0,243.618,210000.0,206121.2093140733,86200.52705465115
2017-01-28,4.19,7.0,243.618,195000.0,206121.2093140733,80043.34655074748
2017-02-04,4.19,7.0,244.006,200000.0,205751.38077953248,81965.19757710876
2017-02-11,4.17,7.0,244.006,200000.0,205751.38077953248,81965.19757710876
2017-02-18,4.15,7.0,244.006,190000.0,205751.38077953248,77866.93769825331
2017-02-25,4.16,7.0,244.006,203250.0,205751.38077953248,83297.13203773678
2017-03-04,4.1,7.0,243.892,215000.0,207360.46991443037,88153.7729814836
2017-03-11,4.21,7.0,243.892,215000.0,207360.46991443037,88153.7729814836
2017-03-18,4.3,7.0,243.892,217000.0,207360.46991443037,88973.80807898578
2017-03-25,4.23,7.0,243.892,227000.0,207360.46991443037,93073.98356649664
2017-04-01,4.14,7.0,243.892,220000.0,209982.46398047064,90203.86072523904
2017-04-08,4.1,7.3,244.193,221000.0,209982.46398047064,90502.18474731053
2017-04-15,4.08,7.3,244.193,230000.0,209982.46398047064,94187.79408091141
2017-04-22,3.97,7.3,244.193,225000.0,209982.46398047064,92140.23334002202
2017-04-29,4.03,7.3,244.193,236100.0,209982.46398047064,96685.81818479644
2017-05-06,4.02,7.3,244.004,230600.0,213447.17399125884,94506.64743200931
2017-05-13,4.05,7.3,244.004,230000.0,213447.17399125884,94260.74982377338
2017-05-20,4.02,7.3,244.004,235000.0,213447.17399125884,96309.8965590728
2017-05-27,3.95,7.3,244.004,235000.0,213447.17399125884,96309.8965590728
2017-06-03,3.94,7.3,244.163,240124.0,216209.0865063515,98345.7772062106
2017-06-10,3.89,7.3,244.163,240000.0,216209.0865063515,98294.99146062261
2017-06-17,3.91,7.3,244.163,244000.0,216209.0865063515,99933.24131829965
2017-06-24,3.9,7.3,244.163,240000.0,216209.0865063515,98294.99146062261
2017-07-01,3.88,7.3,244.163,240000.0,218458.40274285912,98294.99146062261
2017-07-08,3.96,7.5,244.243,230000.0,218458.40274285912,94168.51250598789
2017-07-15,4.03,7.5,244.243,241000.0,218458.40274285912,98672.22397366558
2017-07-22,3.96,7.5,244.243,240000.0,218458.40274285912,98262.79565842214
2017-07-29,3.92,7.5,244.243,235000.0,218458.40274285912,96215.65408220502
2017-08-05,3.93,7.5,245.183,240000.0,219780.20299492477,97886.06877312048
2017-08-12,3.9,7.5,245.183,235000.0,219780.20299492477,95846.77567368047
2017-08-19,3.89,7.5,245.183,228500.0,219780.20299492477,93195.69464440848
2017-08-26,3.86,7.5,245.183,222000.0,219780.20299492477,90544.61361513645
2017-09-02,3.82,7.5,245.183,219700.0,220641.96479389223,89606.53878939405
2017-09-09,3.78,7.5,246.435,220000.0,220641.96479389223,89273.03345709822
2017-09-16,3.78,7.5,246.435,219000.0,220641.96479389223,88867.24694138413
2017-09-23,3.83,7.5,246.435,225000.0,220641.96479389223,91301.96603566864
2017-09-30,3.83,7.5,246.435,220500.0,220641.96479389223,89475.92671495526
2017-10-07,3.85,6.9,246.626,217500.0,220631.42200773788,88190.21514357772
2017-10-14,3.91,6.9,246.626,217000.0,220631.42200773788,87987.47901681087
2017-10-21,3.88,6.9,246.626,219000.0,220631.42200773788,88798.42352387826
2017-10-28,3.94,6.9,246.626,210000.0,220631.42200773788,85149.17324207503
2017-11-04,3.94,6.9,247.284,215000.0,220254.8525918076,86944.56576244319
2017-11-11,3.9,6.9,247.284,219500.0,220254.8525918076,88764.33574351757
2017-11-18,3.95,6.9,247.284,215000.0,220254.8525918076,86944.56576244319
2017-12-02,3.9,6.9,247.284,217000.0,219764.72807866757,87753.35242069847
2017-12-09,3.94,6.9,247.805,223000.0,219764.72807866757,89990.11319384193
2017-12-16,3.93,6.9,247.805,210000.0,219764.72807866757,84744.05278343859
2017-12-23,3.94,6.9,247.805,220000.0,219764.72807866757,88779.48386836424
2017-12-30,3.99,6.9,247.805,210000.0,219764.72807866757,84744.05278343859
2018-01-06,3.95,7.0,248.859,216250.0,218796.8744060479,86896.5960644381
2018-01-13,3.99,7.0,248.859,215000.0,218796.8744060479,86394.30360163788
2018-01-20,4.04,7.0,248.859,215750.0,218796.8744060479,86695.67907931801
2018-01-27,4.15,7.0,248.859,217000.0,218796.8744060479,87197.97154211823
2018-02-03,4.22,7.0,249.529,215000.0,217746.37088668632,86162.32982939859
2018-02-10,4.32,7.0,249.529,215000.0,217746.37088668632,86162.32982939859
2018-02-17,4.38,7.0,249.529,210000.0,217746.37088668632,84158.554717087
2018-02-24,4.4,7.0,249.529,213000.0,217746.37088668632,85360.81978447395
2018-03-03,4.43,7.0,249.577,228750.0,219796.1009292293,91655.08039603008
2018-03-10,4.46,7.0,249.577,224500.0,219796.1009292293,89952.19912091258
2018-03-17,4.44,7.0,249.577,225000.0,219796.1009292293,90152.53809445581
2018-03-24,4.45,7.0,249.577,230000.0,219796.1009292293,92155.92782988817
2018-03-31,4.44,7.0,249.577,242000.0,219796.1009292293,96964.06319492581
2018-04-07,4.4,6.8,250.227,235000.0,222249.93537265752,93914.72542931019
2018-04-14,4.42,6.8,250.227,240000.0,222249.93537265752,95912.91107674231
2018-04-21,4.47,6.8,250.227,233500.0,222249.93537265752,93315.26973508055
2018-04-28,4.58,6.8,250.227,237000.0,222249.93537265752,94713.99968828303
2018-05-05,4.55,6.8,250.792,247500.0,225203.56591823287,98687.35844843536
2018-05-12,4.55,6.8,250.792,236000.0,225203.56591823287,94101.88522759896
2018-05-19,4.61,6.8,250.792,239700.0,225203.56591823287,95577.21139430284
2018-05-26,4.66,6.8,250.792,245000.0,225203.56591823287,97690.51644390571
2018-06-02,4.56,6.8,250.792,243250.0,227477.83241566308,96992.72704073496
2018-06-09,4.54,6.8,251.018,248000.0,227477.83241566308,98797.69578277256
2018-06-16,4.62,6.8,251.018,250000.0,227477.83241566308,99594.45139392394
2018-06-23,4.57,6.8,251.018,249000.0,227477.83241566308,99196.07358834824
2018-06-30,4.55,6.8,251.018,245000.0,227477.83241566308,97602.56236604546
2018-07-07,4.52,7.1,251.214,248000.0,229440.0775402068,98720.61270470594
2018-07-14,4.53,7.1,251.214,250000.0,229440.0775402068,99516.74667813099
2018-07-21,4.52,7.1,251.214,239900.0,229440.0775402068,95496.2701123345
2018-07-28,4.54,7.1,251.214,240000.0,229440.0775402068,95536.07681100577
2018-08-04,4.6,7.1,251.663,235000.0,229784.4653154147,93378.84393017646
2018-08-11,4.59,7.1,251.663,233000.0,229784.4653154147,92584.13036481326
2018-08-18,4.53,7.1,251.663,235000.0,229784.4653154147,93378.84393017646
2018-08-25,4.51,7.1,251.663,231000.0,229784.4653154147,91789.41679945006
2018-09-01,4.52,7.1,251.663,226500.0,229468.4482032664,90001.31127738285
2018-09-08,4.54,7.1,252.182,232750.0,229468.4482032664,92294.45400544052
2018-09-15,4.6,7.1,252.182,225000.0,229468.4482032664,89221.27669698869
2018-09-22,4.65,7.1,252.182,230300.0,229468.4482032664,91322.9334369622
2018-09-29,4.72,7.1,252.182,220000.0,229468.4482032664,87238.58165927783
2018-10-06,4.71,6.6,252.772,224000.0,228513.71865322365,88617.4101561882
2018-10-13,4.9,6.6,252.772,223000.0,228513.71865322365,88221.79671799092
2018-10-20,4.85,6.6,252.772,225000.0,228513.71865322365,89013.02359438546
2018-10-27,4.86,6.6,252.772,214875.0,228513.71865322365,85007.43753263811
2018-11-03,4.83,6.6,252.594,223000.0,227107.4135251483,88283.96557321235
2018-11-10,4.94,6.6,252.594,217500.0,227107.4135251483,86106.55835055464
2018-11-17,4.94,6.6,252.594,225000.0,227107.4135251483,89075.75001781515
2018-12-01,4.81,6.6,252.594,217000.0,226045.73641940087,85908.61223940394
2018-12-08,4.75,6.6,252.767,222500.0,226045.73641940087,88025.7312070009
2018-12-15,4.63,6.6,252.767,224000.0,226045.73641940087,88619.16310277845
2018-12-22,4.62,6.6,252.767,216500.0,226045.73641940087,85652.00362389078
2018-12-29,4.55,6.6,252.767,215000.0,226045.73641940087,85058.57172811325
2019-01-05,4.51,7.0,252.718,210000.0,225199.02406769813,83096.57404696144
2019-01-12,4.45,7.0,252.718,223000.0,225199.02406769813,88240.64767844
2019-01-19,4.45,7.0,252.718,225000.0,225199.02406769813,89032.04362174441
2019-01-26,4.45,7.0,252.718,214000.0,225199.02406769813,84679.36593357023
2019-02-02,4.46,7.0,252.718,211000.0,224576.17805704905,83492.27201861364
2019-02-09,4.41,7.0,253.322,210000.0,224576.17805704905,82898.44545677044
2019-02-16,4.37,7.0,253.322,212000.0,224576.17805704905,83687.95446112062
2019-02-23,4.35,7.0,253.322,230000.0,224576.17805704905,90793.53550027238
2019-03-02,4.35,7.0,253.322,225000.0,225599.98454472813,88819.7629893969
2019-03-09,4.41,7.0,254.202,233500.0,225599.98454472813,91856.08295764786
2019-03-16,4.31,7.0,254.202,228000.0,225599.98454472813,89692.4493119645
2019-03-23,4.28,7.0,254.202,233000.0,225599.98454472813,91659.38898985846
2019-03-30,4.06,7.0,254.202,235000.0,225599.98454472813,92446.16486101603
2019-04-06,4.08,6.8,255.211,234000.0,228066.04188978064,91688.83786357171
2019-04-13,4.12,6.8,255.211,245000.0,228066.04188978064,95998.99690844046
2019-04-20,4.17,6.8,255.211,240000.0,228066.04188978064,94039.8337062274
2019-04-27,4.2,6.8,255.211,235000.0,228066.04188978064,92080.67050401433
2019-05-04,4.14,6.8,255.29,235000.0,230904.9649527983,92052.17595675508
2019-05-11,4.1,6.8,255.29,243000.0,230904.9649527983,95185.86705315525
2019-05-18,4.07,6.8,255.29,246250.0,230904.9649527983,96458.9290610678
2019-05-25,4.06,6.8,255.29,245750.0,230904.9649527983,96263.0733675428
2019-06-01,3.99,6.8,255.29,245000.0,233763.8828497585,95969.28982725528
2019-06-08,3.82,6.8,255.159,245000.0,233763.8828497585,96018.56097570535
2019-06-15,3.82,6.8,255.159,250000.0,233763.8828497585,97978.1234445973
2019-06-22,3.84,6.8,255.159,252500.0,233763.8828497585,98957.90467904328
2019-06-29,3.73,6.8,255.159,247000.0,233763.8828497585,96802.38596326212
2019-07-13,3.75,6.8,255.685,245000.0,235364.9785534102,95821.02978274049
2019-07-20,3.81,6.8,255.685,248750.0,235364.9785534102,97287.67819778243
2019-07-27,3.75,6.8,255.685,250000.0,235364.9785534102,97776.5610027964
2019-08-03,3.75,6.8,256.059,245000.0,235659.49504758645,95681.07350259119
2019-08-10,3.6,6.8,256.059,244000.0,235659.49504758645,95290.53850870306
2019-08-17,3.6,6.8,256.059,248000.0,235659.49504758645,96852.67848425556
2019-08-24,3.55,6.8,256.059,235000.0,235659.49504758645,91775.72356370991
2019-08-31,3.58,6.8,256.059,235000.0,235659.49504758645,91775.72356370991
2019-09-07,3.49,6.8,256.511,235000.0,234749.30387372308,91614.00485749148
2019-09-14,3.56,6.8,256.511,236000.0,234749.30387372308,92003.8516866723
2019-09-21,3.73,6.8,256.511,230000.0,234749.30387372308,89664.77071158741
2019-09-28,3.64,6.8,256.511,226750.0,234749.30387372308,88397.76851674975
2019-10-05,3.65,6.4,257.244,232000.0,233997.22222537792,90186.74876770691
2019-10-12,3.57,6.4,257.244,225000.0,233997.22222537792,87465.596865233
2019-10-19,3.69,6.4,257.244,230000.0,233997.22222537792,89409.27679557151
2019-10-26,3.75,6.4,257.244,232000.0,233997.22222537792,90186.74876770691
2019-11-02,3.78,6.4,257.244,230000.0,233141.5176968102,89409.27679557151
2019-11-09,3.69,6.4,257.803,224500.0,233141.5176968102,87081.99671842453
2019-11-16,3.75,6.4,257.803,240000.0,233141.5176968102,93094.33947626676
2019-11-23,3.66,6.4,257.803,229000.0,233141.5176968102,88827.51558360453
2019-12-07,3.68,6.4,258.616,228000.0,231767.13159056043,88161.59866365578
2019-12-14,3.73,6.4,258.616,226350.0,231767.13159056043,87523.58709437933
2019-12-21,3.73,6.4,258.616,229900.0,231767.13159056043,88896.27865251957
2019-12-28,3.74,6.4,258.616,220000.0,231767.13159056043,85068.20923686083
2020-01-04,3.72,6.6,259.037,226000.0,231860.44687936176,87246.2235124712
2020-01-11,3.64,6.6,259.037,221500.0,231860.44687936176,85509.01994695739
2020-01-18,3.65,6.6,259.037,220000.0,231860.44687936176,84929.95209178612
2020-01-25,3.6,6.6,259.037,224900.0,231860.44687936176,86821.57375201228
2020-02-01,3.51,6.6,259.037,210000.0,231480.887832538,81069.49972397766
2020-02-08,3.45,6.6,259.248,232500.0,231480.887832538,89682.46620996113
2020-02-15,3.47,6.6,259.248,220000.0,231480.887832538,84860.82824168364
2020-02-22,3.49,6.6,259.248,220550.0,231480.887832538,85072.98031228785
2020-02-29,3.45,6.6,259.248,229000.0,231480.887832538,88332.40757884343
2020-03-07,3.29,6.6,258.124,239000.0,232777.44540220412,92591.15773814135
2020-03-14,3.36,6.6,258.124,240000.0,232777.44540220412,92978.56843997457
2020-03-21,3.65,6.6,258.124,250000.0,232777.44540220412,96852.67545830685
2020-03-28,3.5,6.6,258.124,240000.0,232777.44540220412,92978.56843997457
2020-04-04,3.33,5.7,256.092,259750.0,235201.3538628771,101428.39292129391
2020-04-11,3.33,5.7,256.092,253250.0,235201.3538628771,98890.24256907674
2020-04-18,3.31,5.7,256.092,263000.0,235201.3538628771,102697.4680974025
2020-04-25,3.33,5.7,256.092,253500.0,235201.3538628771,98987.86373646972
2020-05-02,3.23,5.7,256.092,255000.0,236980.84671717783,99573.59074082752
2020-05-09,3.26,5.7,255.868,245000.0,236980.84671717783,95752.49738146232
2020-05-16,3.28,5.7,255.868,249900.0,236980.84671717783,97667.54732909157
2020-05-23,3.24,5.7,255.868,244000.0,236980.84671717783,95361.67086153798
2020-05-30,3.15,5.7,255.868,245000.0,236980.84671717783,95752.49738146232
2020-06-06,3.18,5.7,256.986,252915.0,238942.0717511251,98415.86701221079
2020-06-13,3.21,5.7,256.986,248000.0,238942.0717511251,96503.31146443775
2020-06-20,3.13,5.7,256.986,250000.0,238942.0717511251,97281.56397624774
2020-06-27,3.13,5.7,256.986,254900.0,238942.0717511251,99188.28263018219
2020-07-04,3.07,6.4,258.278,251500.0,241335.63936568887,97375.69595552079
2020-07-11,3.03,6.4,258.278,252000.0,241335.63936568887,97569.28580831506
2020-07-18,2.98,6.4,258.278,260000.0,241335.63936568887,100666.72345302347
2020-07-25,3.01,6.4,258.278,255000.0,241335.63936568887,98730.82492508071
2020-08-01,2.99,6.4,258.278,264000.0,243320.19351605303,102215.44227537769
2020-08-08,2.88,6.4,259.411,265000.0,243320.19351605303,102154.4961470408
2020-08-15,2.96,6.4,259.411,272500.0,243320.19351605303,105045.66113233441
2020-08-22,2.99,6.4,259.411,265000.0,243320.19351605303,102154.4961470408
2020-08-29,2.91,6.4,259.411,265000.0,243320.19351605303,102154.4961470408
2020-09-05,2.93,6.4,260.029,256750.0,246132.3739951176,98738.98680531787
2020-09-12,2.86,6.4,260.029,260000.0,246132.3739951176,99988.84739779025
2020-09-19,2.87,6.4,260.029,265000.0,246132.3739951176,101911.70984774776
2020-09-26,2.9,6.4,260.029,260000.0,246132.3739951176,99988.84739779025
2020-10-03,2.88,6.5,260.286,260000.0,248142.16243638968,99890.12086704624
2020-10-10,2.87,6.5,260.286,259000.0,248142.16243638968,99505.9280944807
2020-10-17,2.81,6.5,260.286,265000.0,248142.16243638968,101811.08472987406
2020-10-24,2.8,6.5,260.286,270000.0,248142.16243638968,103732.04859270187
2020-10-31,2.81,6.5,260.286,265000.0,248142.16243638968,101811.08472987406
2020-11-07,2.78,6.5,260.813,255000.0,249534.23818864973,97771.20005521197
2020-11-14,2.84,6.5,260.813,258000.0,249534.23818864973,98921.44946762624
2020-11-21,2.72,6.5,260.813,262000.0,249534.23818864973,100455.11535084524
2020-12-05,2.71,6.5,262.035,257000.0,250486.7306834884,98078.50096361173
2020-12-12,2.71,6.5,262.035,255000.0,250486.7306834884,97315.24414677428
2020-12-19,2.67,6.5,262.035,258500.0,250486.7306834884,98650.9435762398
2020-12-26,2.66,6.5,262.035,250000.0,250486.7306834884,95407.10210468067
2021-01-02,2.67,6.5,262.035,250000.0,251193.63311165824,95407.10210468067
2021-01-09,2.65,6.8,262.65,250000.0,251193.63311165824,95183.70454978109
2021-01-16,2.79,6.8,262.65,256000.0,251193.63311165824,97468.11345897583
2021-01-23,2.77,6.8,262.65,250000.0,251193.63311165824,95183.70454978109
2021-01-30,2.73,6.8,262.65,249000.0,251193.63311165824,94802.96973158196
2021-02-06,2.73,6.8,263.638,250000.0,253025.2529220845,94826.99762553199
2021-02-13,2.73,6.8,263.638,250000.0,253025.2529220845,94826.99762553199
2021-02-20,2.81,6.8,263.638,245000.0,253025.2529220845,92930.45767302134
2021-02-27,2.97,6.8,263.638,247500.0,253025.2529220845,93878.72764927667
2021-03-06,3.02,6.8,264.914,247250.0,256477.2061204424,93332.17572495225
2021-03-13,3.05,6.8,264.914,252500.0,256477.2061204424,95313.95094257005
2021-03-20,3.09,6.8,264.914,273000.0,256477.2061204424,103052.31131612524
2021-03-27,3.17,6.8,264.914,265000.0,256477.2061204424,100032.46336546955
2021-04-03,3.18,6.2,266.67,270000.0,260834.5687898827,101248.7343908201
2021-04-10,3.13,6.2,266.67,275000.0,260834.5687898827,103123.71095361307
2021-04-17,3.04,6.2,266.67,275000.0,260834.5687898827,103123.71095361307
2021-04-24,2.97,6.2,266.67,275000.0,260834.5687898827,103123.71095361307
2021-05-01,2.98,6.2,266.67,285000.0,266817.8663698821,106873.664079199
2021-05-08,2.96,6.2,268.444,286000.0,266817.8663698821,106539.91148991967
2021-05-15,2.94,6.2,268.444,299000.0,266817.8663698821,111382.63473946149
2021-05-22,3.0,6.2,268.444,287000.0,266817.8663698821,106912.42866296136
2021-05-29,2.95,6.2,268.444,285000.0,266817.8663698821,106167.394316878
2021-06-05,2.99,6.2,270.559,292000.0,272539.5545584507,107924.70403867547
2021-06-12,2.96,6.2,270.559,295000.0,272539.5545584507,109033.51949112762
2021-06-19,2.93,6.2,270.559,295000.0,272539.5545584507,109033.51949112762
2021-06-26,3.02,6.2,270.559,285000.0,272539.5545584507,105337.4679829538
2021-07-03,2.98,5.8,271.764,292000.0,277060.11346842465,107446.16652683947
2021-07-10,2.9,5.8,271.764,280000.0,277060.11346842465,103030.57064217483
2021-07-17,2.88,5.8,271.764,287000.0,277060.11346842465,105606.3349082292
2021-07-24,2.78,5.8,271.764,295000.0,277060.11346842465,108550.06549800561
2021-07-31,2.8,5.8,271.764,290000.0,277060.11346842465,106710.23387939535
2021-08-07,2.77,5.8,272.87,290000.0,278505.2258513802,106277.71466265988
2021-08-14,2.87,5.8,272.87,295000.0,278505.2258513802,108110.08905339538
2021-08-21,2.86,5.8,272.87,286700.0,278505.2258513802,105068.34756477442
2021-08-28,2.87,5.8,272.87,285000.0,278505.2258513802,104445.34027192435
2021-09-04,2.87,5.8,274.028,280000.0,278050.4430534796,102179.33933758593
2021-09-11,2.88,5.8,274.028,280000.0,278050.4430534796,102179.33933758593
2021-09-18,2.86,5.8,274.028,280000.0,278050.4430534796,102179.33933758593
2021-09-25,2.88,5.8,274.028,279000.0,278050.4430534796,101814.41312566599
2021-10-02,3.01,5.8,274.028,275000.0,278136.7456971226,100354.70827798618
2021-10-09,2.99,5.6,276.522,276500.0,278136.7456971226,99992.04403266286
2021-10-16,3.05,5.6,276.522,270000.0,278136.7456971226,97641.41731941763
2021-10-23,3.09,5.6,276.522,276000.0,278136.7456971226,99811.22659318247
2021-10-30,3.14,5.6,276.522,275000.0,278136.7456971226,99449.59171422165
2021-11-06,3.09,5.6,278.711,275000.0,278313.6233765341,98668.51326284214
2021-11-20,3.1,5.6,278.711,277500.0,278313.6233765341,99565.4997470498
2021-12-04,3.11,5.6,280.887,275000.0,278341.1006612472,97904.13938701329
2021-12-11,3.1,5.6,280.887,275000.0,278341.1006612472,97904.13938701329
2021-12-18,3.12,5.6,280.887,271000.0,278341.1006612472,96480.07917774763
2021-12-25,3.05,5.6,280.887,270000.0,278341.1006612472,96124.06412543122
2022-01-01,3.11,5.6,280.887,265000.0,279243.9027246393,94343.98886384917
2022-01-08,3.22,5.8,282.599,266000.0,279243.9027246393,94126.30617942738
2022-01-15,3.45,5.8,282.599,270000.0,279243.9027246393,95541.73935505789
2022-01-22,3.56,5.8,282.599,265000.0,279243.9027246393,93772.44788551977
2022-01-29,3.55,5.8,282.599,265000.0,279243.9027246393,93772.44788551977
2022-02-05,3.55,5.8,284.61,280000.0,281706.4493797084,98380.23962615509
2022-02-12,3.69,5.8,284.61,270000.0,281706.4493797084,94866.65963950669
2022-02-19,3.92,5.8,284.61,270000.0,281706.4493797084,94866.65963950669
2022-02-26,3.89,5.8,284.61,265000.0,281706.4493797084,93109.86964618249
2022-03-05,3.76,5.8,287.472,275000.0,286601.82933867816,95661.49051038014
2022-03-12,3.85,5.8,287.472,270500.0,286601.82933867816,94096.12066566484
2022-03-19,4.16,5.8,287.472,283250.0,286601.82933867816,98531.33522569155
2022-03-26,4.42,5.8,287.472,280000.0,286601.82933867816,97400.79033784161
2022-04-02,4.67,5.8,287.472,297000.0,292122.4265815842,103314.40975121057
2022-04-09,4.72,5.6,288.611,293500.0,292122.4265815842,101693.97562809456
2022-04-16,5.0,5.6,288.611,300000.0,292122.4265815842,103946.14203893823
2022-04-23,5.11,5.6,288.611,300000.0,292122.4265815842,103946.14203893823
2022-04-30,5.1,5.6,288.611,299000.0,292122.4265815842,103599.65489880844
2022-05-07,5.27,5.6,291.268,310000.0,295974.7324845711,106431.19051869758
2022-05-14,5.3,5.6,291.268,310000.0,295974.7324845711,106431.19051869758
2022-05-21,5.25,5.6,291.268,303500.0,295974.7324845711,104199.5687820152
2022-05-28,5.1,5.6,291.268,305000.0,295974.7324845711,104714.55841355727
2022-06-04,5.09,5.6,294.728,305000.0,300066.7019555601,103485.24741456528
2022-06-11,5.23,5.6,294.728,315000.0,300066.7019555601,106878.20634619039
2022-06-18,5.78,5.6,294.728,313350.0,300066.7019555601,106318.36812247225
2022-06-25,5.81,5.6,294.728,320000.0,300066.7019555601,108574.68581200292
2022-07-02,5.7,5.6,294.728,315000.0,300433.51969190023,106878.20634619039
