,interest,vaccancy,cpi,price,value,adj_price
2010-07-31,4.54,10.3,217.605,181000.0,159956.74018508772,83178.23579421428
2010-08-07,4.49,10.3,217.923,175617.0,159391.03606228897,80586.72099778362
2010-08-14,4.44,10.3,217.923,179900.0,159391.03606228897,82552.09408827889
2010-08-21,4.42,10.3,217.923,180000.0,159391.03606228897,82597.98185597666
2010-08-28,4.36,10.3,217.923,179900.0,159391.03606228897,82552.09408827889
2010-09-04,4.32,10.3,218.275,178500.0,158167.04898500463,81777.57416103539
2010-09-11,4.35,10.3,218.275,178000.0,158167.04898500463,81548.50532585042
2010-09-18,4.37,10.3,218.275,173500.0,158167.04898500463,79486.88580918567
2010-09-25,4.37,10.3,218.275,170000.0,158167.04898500463,77883.40396289085
2010-10-02,4.32,10.3,218.275,172380.0,156691.28577007208,78973.77161837132
